appliance_guess,cluster,start,end,duration_s,magnitude_w
air conditioner,2,2013-06-08 18:52:05+05:30,2013-06-08 18:52:48+05:30,43.0,2145.56103515625
air conditioner,2,2013-06-08 18:53:32+05:30,2013-06-08 18:53:41+05:30,9.0,2145.71826171875
air conditioner,2,2013-06-08 18:53:28+05:30,2013-06-08 18:53:54+05:30,26.0,2148.26611328125
air conditioner,2,2013-06-08 18:53:21+05:30,2013-06-08 18:54:12+05:30,51.0,2152.4912109375
air conditioner,2,2013-06-08 18:52:58+05:30,2013-06-08 18:54:19+05:30,81.0,1070.909912109375
air conditioner,2,2013-06-08 18:51:51+05:30,2013-06-08 18:54:28+05:30,157.0,2152.326904296875
air conditioner,2,2013-06-08 18:54:46+05:30,2013-06-08 18:54:51+05:30,5.0,2168.3701171875
air conditioner,2,2013-06-08 18:51:44+05:30,2013-06-08 18:54:55+05:30,191.0,2169.75146484375
air conditioner,2,2013-06-08 18:55:16+05:30,2013-06-08 18:55:32+05:30,16.0,2142.65380859375
air conditioner,2,2013-06-08 18:55:10+05:30,2013-06-08 18:55:45+05:30,35.0,2155.084228515625
air conditioner,2,2013-06-08 18:55:46+05:30,2013-06-08 18:55:52+05:30,6.0,2170.68212890625
air conditioner,2,2013-06-08 18:56:11+05:30,2013-06-08 18:56:20+05:30,9.0,2157.273193359375
air conditioner,2,2013-06-08 18:56:07+05:30,2013-06-08 18:56:35+05:30,28.0,2149.0361328125
air conditioner,2,2013-06-08 18:57:19+05:30,2013-06-08 18:57:31+05:30,12.0,2130.44482421875
air conditioner,2,2013-06-08 18:57:42+05:30,2013-06-08 18:57:50+05:30,8.0,2125.45458984375
air conditioner,2,2013-06-08 18:58:34+05:30,2013-06-08 18:58:46+05:30,12.0,1997.7547607421875
air conditioner,2,2013-06-08 18:57:58+05:30,2013-06-08 18:58:53+05:30,55.0,1991.145751953125
air conditioner,2,2013-06-08 18:59:07+05:30,2013-06-08 18:59:18+05:30,11.0,1983.82470703125
air conditioner,2,2013-06-08 18:59:26+05:30,2013-06-08 18:59:38+05:30,12.0,2112.755859375
air conditioner,2,2013-06-08 19:01:34+05:30,2013-06-08 19:01:40+05:30,6.0,2093.34228515625
air conditioner,2,2013-06-08 19:01:47+05:30,2013-06-08 19:02:12+05:30,25.0,2090.6357421875
air conditioner,2,2013-06-08 19:02:21+05:30,2013-06-08 19:02:26+05:30,5.0,2089.14599609375
air conditioner,2,2013-06-08 19:01:21+05:30,2013-06-08 19:02:29+05:30,68.0,2084.84228515625
air conditioner,2,2013-06-08 19:01:14+05:30,2013-06-08 19:02:39+05:30,85.0,2087.4794921875
air conditioner,2,2013-06-08 19:00:49+05:30,2013-06-08 19:03:07+05:30,138.0,2080.0791015625
air conditioner,2,2013-06-08 19:00:42+05:30,2013-06-08 19:03:11+05:30,149.0,2080.321533203125
air conditioner,2,2013-06-08 19:00:22+05:30,2013-06-08 19:03:25+05:30,183.0,2082.35107421875
air conditioner,2,2013-06-08 19:03:58+05:30,2013-06-08 19:04:00+05:30,2.0,2052.239501953125
air conditioner,2,2013-06-08 19:03:48+05:30,2013-06-08 19:04:19+05:30,31.0,2060.55908203125
air conditioner,2,2013-06-08 19:04:42+05:30,2013-06-08 19:04:50+05:30,8.0,2104.3095703125
air conditioner,2,2013-06-08 19:04:33+05:30,2013-06-08 19:05:00+05:30,27.0,1039.917236328125
air conditioner,2,2013-06-08 19:04:24+05:30,2013-06-08 19:05:12+05:30,48.0,2071.85498046875
air conditioner,2,2013-06-08 19:05:38+05:30,2013-06-08 19:05:51+05:30,13.0,2072.20849609375
air conditioner,2,2013-06-08 19:05:21+05:30,2013-06-08 19:06:01+05:30,40.0,2067.865966796875
air conditioner,2,2013-06-08 19:06:17+05:30,2013-06-08 19:06:32+05:30,15.0,2031.4193115234375
air conditioner,2,2013-06-08 19:07:19+05:30,2013-06-08 19:07:33+05:30,14.0,1901.7037353515625
air conditioner,2,2013-06-08 19:08:11+05:30,2013-06-08 19:08:15+05:30,4.0,1715.75439453125
air conditioner,2,2013-06-08 19:08:40+05:30,2013-06-08 19:08:52+05:30,12.0,1702.08447265625
air conditioner,2,2013-06-08 19:08:31+05:30,2013-06-08 19:08:59+05:30,28.0,1545.153076171875
air conditioner,2,2013-06-08 19:09:00+05:30,2013-06-08 19:09:08+05:30,8.0,1541.837158203125
air conditioner,2,2013-06-08 19:09:27+05:30,2013-06-08 19:09:41+05:30,14.0,1567.1588134765625
air conditioner,2,2013-06-08 19:09:54+05:30,2013-06-08 19:09:59+05:30,5.0,1568.685791015625
air conditioner,2,2013-06-08 19:09:50+05:30,2013-06-08 19:10:07+05:30,17.0,1547.5667724609375
air conditioner,2,2013-06-08 19:09:13+05:30,2013-06-08 19:10:16+05:30,63.0,1547.107177734375
air conditioner,2,2013-06-08 19:10:31+05:30,2013-06-08 19:10:45+05:30,14.0,1554.07568359375
air conditioner,2,2013-06-08 19:08:24+05:30,2013-06-08 19:11:01+05:30,157.0,1696.131103515625
air conditioner,2,2013-06-08 19:11:07+05:30,2013-06-08 19:11:35+05:30,28.0,1681.4713134765625
air conditioner,2,2013-06-08 19:07:48+05:30,2013-06-08 19:11:48+05:30,240.0,1688.411865234375
air conditioner,2,2013-06-08 19:11:53+05:30,2013-06-08 19:12:00+05:30,7.0,1694.601318359375
air conditioner,2,2013-06-08 19:07:41+05:30,2013-06-08 19:12:12+05:30,271.0,1694.468017578125
air conditioner,2,2013-06-08 19:12:46+05:30,2013-06-08 19:12:54+05:30,8.0,1692.163330078125
air conditioner,2,2013-06-08 19:12:36+05:30,2013-06-08 19:13:24+05:30,48.0,1688.6044921875
air conditioner,2,2013-06-08 19:07:38+05:30,2013-06-08 19:13:31+05:30,353.0,1679.189697265625
air conditioner,2,2013-06-08 19:07:12+05:30,2013-06-08 19:13:45+05:30,393.0,1678.5517578125
air conditioner,2,2013-06-08 19:14:51+05:30,2013-06-08 19:15:00+05:30,9.0,1702.14453125
air conditioner,2,2013-06-08 19:14:37+05:30,2013-06-08 19:15:08+05:30,31.0,1685.74853515625
air conditioner,2,2013-06-08 19:15:31+05:30,2013-06-08 19:16:00+05:30,29.0,1695.351318359375
air conditioner,2,2013-06-08 19:15:15+05:30,2013-06-08 19:16:16+05:30,61.0,1684.304931640625
air conditioner,2,2013-06-08 19:19:16+05:30,2013-06-08 19:19:32+05:30,16.0,1733.092041015625
air conditioner,2,2013-06-08 19:19:38+05:30,2013-06-08 19:19:51+05:30,13.0,2311.70166015625
air conditioner,2,2013-06-08 19:18:59+05:30,2013-06-08 19:20:20+05:30,81.0,2257.53564453125
air conditioner,2,2013-06-08 19:23:07+05:30,2013-06-08 19:23:33+05:30,26.0,2296.2451171875
air conditioner,2,2013-06-08 19:26:16+05:30,2013-06-08 19:26:23+05:30,7.0,2177.717041015625
air conditioner,2,2013-06-08 19:27:33+05:30,2013-06-08 19:27:59+05:30,26.0,2263.41357421875
air conditioner,2,2013-06-08 19:29:48+05:30,2013-06-08 19:30:01+05:30,13.0,2311.314697265625
air conditioner,2,2013-06-08 19:31:25+05:30,2013-06-08 19:31:45+05:30,20.0,2077.40966796875
air conditioner,2,2013-06-08 19:32:00+05:30,2013-06-08 19:32:41+05:30,41.0,2070.386962890625
air conditioner,2,2013-06-08 19:33:28+05:30,2013-06-08 19:34:07+05:30,39.0,2094.56982421875
air conditioner,2,2013-06-08 19:34:36+05:30,2013-06-08 19:34:53+05:30,17.0,2233.80712890625
air conditioner,2,2013-06-08 19:34:13+05:30,2013-06-08 19:34:58+05:30,45.0,2255.11083984375
air conditioner,2,2013-06-08 19:35:51+05:30,2013-06-08 19:36:00+05:30,9.0,2178.84130859375
laptop computer,1,2013-06-08 20:00:12+05:30,2013-06-08 20:12:58+05:30,766.0,67.833984375
water filter,5,2013-06-08 20:23:23+05:30,2013-06-08 20:24:24+05:30,61.0,42.8603515625
kitchen outlets,3,2013-06-08 20:24:03+05:30,2013-06-08 20:24:45+05:30,42.0,433.10986328125
water filter,5,2013-06-08 20:26:11+05:30,2013-06-08 20:27:35+05:30,84.0,42.2900390625
laptop computer,1,2013-06-08 22:28:30+05:30,2013-06-08 22:29:33+05:30,63.0,77.4296875
air conditioner,2,2013-06-08 22:29:22+05:30,2013-06-08 22:48:09+05:30,1127.0,4026.82861328125
air conditioner,2,2013-06-08 22:53:14+05:30,2013-06-08 22:53:25+05:30,11.0,2408.936767578125
air conditioner,2,2013-06-08 22:57:15+05:30,2013-06-08 22:57:45+05:30,30.0,2254.28466796875
air conditioner,2,2013-06-08 22:57:55+05:30,2013-06-08 22:58:01+05:30,6.0,2249.5234375
air conditioner,2,2013-06-08 22:56:52+05:30,2013-06-08 22:58:38+05:30,106.0,2245.265625
air conditioner,2,2013-06-08 22:56:33+05:30,2013-06-08 22:58:48+05:30,135.0,2253.543701171875
air conditioner,2,2013-06-08 22:56:27+05:30,2013-06-08 22:59:10+05:30,163.0,2265.6142578125
air conditioner,2,2013-06-08 22:59:26+05:30,2013-06-08 22:59:40+05:30,14.0,2264.138671875
air conditioner,2,2013-06-08 22:56:20+05:30,2013-06-08 22:59:53+05:30,213.0,2263.92626953125
air conditioner,2,2013-06-08 22:56:08+05:30,2013-06-08 23:00:00+05:30,232.0,2264.640625
air conditioner,2,2013-06-08 22:55:06+05:30,2013-06-08 23:00:07+05:30,301.0,2271.944580078125
air conditioner,2,2013-06-08 22:54:59+05:30,2013-06-08 23:00:27+05:30,328.0,2271.26708984375
air conditioner,2,2013-06-08 22:53:37+05:30,2013-06-08 23:00:57+05:30,440.0,2259.073974609375
air conditioner,2,2013-06-08 23:01:12+05:30,2013-06-08 23:01:27+05:30,15.0,2245.797119140625
air conditioner,2,2013-06-08 22:53:26+05:30,2013-06-08 23:01:37+05:30,491.0,2236.646728515625
air conditioner,2,2013-06-08 23:01:43+05:30,2013-06-08 23:01:51+05:30,8.0,2209.396728515625
air conditioner,2,2013-06-08 22:52:30+05:30,2013-06-08 23:01:57+05:30,567.0,2210.009033203125
air conditioner,2,2013-06-08 22:52:20+05:30,2013-06-08 23:02:02+05:30,582.0,2211.71484375
air conditioner,2,2013-06-08 23:02:14+05:30,2013-06-08 23:02:23+05:30,9.0,2244.80126953125
air conditioner,2,2013-06-08 23:09:31+05:30,2013-06-08 23:09:47+05:30,16.0,2301.195556640625
air conditioner,2,2013-06-08 23:13:45+05:30,2013-06-08 23:13:56+05:30,11.0,2228.15966796875
air conditioner,2,2013-06-08 23:16:06+05:30,2013-06-08 23:16:41+05:30,35.0,2191.79345703125
air conditioner,2,2013-06-08 23:20:46+05:30,2013-06-08 23:21:16+05:30,30.0,2113.650146484375
air conditioner,2,2013-06-08 23:23:04+05:30,2013-06-08 23:25:11+05:30,127.0,1540.15087890625
television,4,2013-06-09 00:49:01+05:30,2013-06-09 00:49:02+05:30,1.0,103.54269409179688
television,4,2013-06-09 00:49:10+05:30,2013-06-09 00:49:21+05:30,11.0,103.9451904296875
water motor,0,2013-06-09 00:37:10+05:30,2013-06-09 00:50:00+05:30,770.0,239.85110473632812
water motor,0,2013-06-09 01:25:44+05:30,2013-06-09 01:46:40+05:30,1256.0,282.3834228515625
water motor,0,2013-06-09 01:51:33+05:30,2013-06-09 02:14:25+05:30,1372.0,272.605224609375
laptop computer,1,2013-06-09 02:21:44+05:30,2013-06-09 02:24:03+05:30,139.0,63.18359375
water filter,5,2013-06-09 02:25:02+05:30,2013-06-09 03:10:21+05:30,2719.0,38.624755859375
laptop computer,1,2013-06-09 03:25:40+05:30,2013-06-09 03:33:54+05:30,494.0,57.809814453125
laptop computer,1,2013-06-09 03:48:14+05:30,2013-06-09 03:56:41+05:30,507.0,53.7783203125
water motor,0,2013-06-09 04:11:45+05:30,2013-06-09 05:02:13+05:30,3028.0,242.8367156982422
laptop computer,1,2013-06-09 04:35:25+05:30,2013-06-09 05:08:28+05:30,1983.0,61.337005615234375
television,4,2013-06-09 05:20:50+05:30,2013-06-09 05:56:35+05:30,2145.0,92.29766845703125
laptop computer,1,2013-06-09 05:54:16+05:30,2013-06-09 06:13:15+05:30,1139.0,58.88031005859375
kitchen outlets,3,2013-06-09 06:32:14+05:30,2013-06-09 06:33:43+05:30,89.0,398.22540283203125
water filter,5,2013-06-09 06:31:36+05:30,2013-06-09 07:05:08+05:30,2012.0,37.6190185546875
laptop computer,1,2013-06-09 07:06:49+05:30,2013-06-09 07:16:37+05:30,588.0,51.45220947265625
laptop computer,1,2013-06-09 07:16:44+05:30,2013-06-09 07:25:41+05:30,537.0,53.243621826171875
water motor,0,2013-06-09 07:08:35+05:30,2013-06-09 07:29:28+05:30,1253.0,328.77630615234375
water filter,5,2013-06-09 07:34:59+05:30,2013-06-09 07:37:12+05:30,133.0,40.938232421875
television,4,2013-06-09 07:37:04+05:30,2013-06-09 07:37:45+05:30,41.0,147.0660400390625
water filter,5,2013-06-09 07:34:30+05:30,2013-06-09 07:42:59+05:30,509.0,36.015594482421875
water motor,0,2013-06-09 07:47:26+05:30,2013-06-09 07:47:54+05:30,28.0,234.87686157226562
water motor,0,2013-06-09 07:48:10+05:30,2013-06-09 07:48:16+05:30,6.0,208.3388671875
water motor,0,2013-06-09 07:37:47+05:30,2013-06-09 07:48:41+05:30,654.0,274.1748046875
water motor,0,2013-06-09 07:08:28+05:30,2013-06-09 07:49:03+05:30,2435.0,181.60165405273438
water motor,0,2013-06-09 07:49:42+05:30,2013-06-09 07:49:45+05:30,3.0,241.0023193359375
television,4,2013-06-09 07:50:01+05:30,2013-06-09 07:50:07+05:30,6.0,144.99481201171875
water motor,0,2013-06-09 07:50:54+05:30,2013-06-09 07:51:00+05:30,6.0,256.0742492675781
water motor,0,2013-06-09 07:52:12+05:30,2013-06-09 07:52:48+05:30,36.0,218.18338012695312
water motor,0,2013-06-09 07:53:17+05:30,2013-06-09 07:53:23+05:30,6.0,217.99740600585938
water motor,0,2013-06-09 07:54:06+05:30,2013-06-09 07:54:37+05:30,31.0,194.04299926757812
water motor,0,2013-06-09 07:55:23+05:30,2013-06-09 07:55:30+05:30,7.0,171.70217895507812
television,4,2013-06-09 07:58:01+05:30,2013-06-09 07:58:11+05:30,10.0,127.4459228515625
laptop computer,1,2013-06-09 07:03:59+05:30,2013-06-09 07:58:27+05:30,3268.0,57.45991516113281
laptop computer,1,2013-06-09 07:58:38+05:30,2013-06-09 07:58:49+05:30,11.0,53.83311462402344
water filter,5,2013-06-09 07:32:27+05:30,2013-06-09 07:59:06+05:30,1599.0,45.405609130859375
laptop computer,1,2013-06-09 08:00:56+05:30,2013-06-09 08:01:06+05:30,10.0,78.76486206054688
television,4,2013-06-09 08:00:47+05:30,2013-06-09 08:01:54+05:30,67.0,85.68130493164062
television,4,2013-06-09 08:02:06+05:30,2013-06-09 08:02:11+05:30,5.0,87.361328125
television,4,2013-06-09 08:00:33+05:30,2013-06-09 08:02:27+05:30,114.0,91.48806762695312
television,4,2013-06-09 07:59:13+05:30,2013-06-09 08:02:36+05:30,203.0,95.43600463867188
water motor,0,2013-06-09 07:56:55+05:30,2013-06-09 08:03:06+05:30,371.0,320.82830810546875
water motor,0,2013-06-09 08:03:38+05:30,2013-06-09 08:03:50+05:30,12.0,291.88720703125
water motor,0,2013-06-09 08:05:05+05:30,2013-06-09 08:05:17+05:30,12.0,294.1741943359375
water motor,0,2013-06-09 08:04:48+05:30,2013-06-09 08:05:25+05:30,37.0,310.3897399902344
water motor,0,2013-06-09 08:04:42+05:30,2013-06-09 08:05:34+05:30,52.0,310.63482666015625
water motor,0,2013-06-09 08:04:33+05:30,2013-06-09 08:46:02+05:30,2489.0,285.79876708984375
kitchen outlets,3,2013-06-09 09:47:27+05:30,2013-06-09 09:47:32+05:30,5.0,370.2807312011719
water motor,0,2013-06-09 09:48:57+05:30,2013-06-09 09:49:04+05:30,7.0,276.5844421386719
water motor,0,2013-06-09 09:49:24+05:30,2013-06-09 09:49:54+05:30,30.0,214.97311401367188
water motor,0,2013-06-09 09:50:19+05:30,2013-06-09 09:50:32+05:30,13.0,193.3297119140625
television,4,2013-06-09 09:51:11+05:30,2013-06-09 09:51:19+05:30,8.0,123.594970703125
kitchen outlets,3,2013-06-09 09:33:50+05:30,2013-06-09 09:51:59+05:30,1089.0,347.6120300292969
water motor,0,2013-06-09 09:48:31+05:30,2013-06-09 09:52:59+05:30,268.0,197.79080200195312
television,4,2013-06-09 09:52:45+05:30,2013-06-09 09:53:27+05:30,42.0,132.2418212890625
water motor,0,2013-06-09 09:48:23+05:30,2013-06-09 09:54:37+05:30,374.0,314.48876953125
television,4,2013-06-09 09:54:42+05:30,2013-06-09 09:54:48+05:30,6.0,115.4783935546875
water motor,0,2013-06-09 09:47:57+05:30,2013-06-09 09:55:31+05:30,454.0,190.55828857421875
television,4,2013-06-09 09:54:30+05:30,2013-06-09 09:56:09+05:30,99.0,108.9241943359375
water filter,5,2013-06-09 09:15:54+05:30,2013-06-09 09:56:38+05:30,2444.0,43.785125732421875
television,4,2013-06-09 09:56:26+05:30,2013-06-09 09:57:58+05:30,92.0,126.99090576171875
water filter,5,2013-06-09 09:57:33+05:30,2013-06-09 09:58:04+05:30,31.0,42.61541748046875
water filter,5,2013-06-09 09:56:44+05:30,2013-06-09 09:58:15+05:30,91.0,39.791290283203125
television,4,2013-06-09 09:58:26+05:30,2013-06-09 09:58:59+05:30,33.0,130.75918579101562
television,4,2013-06-09 09:59:31+05:30,2013-06-09 09:59:42+05:30,11.0,92.78408813476562
television,4,2013-06-09 09:56:17+05:30,2013-06-09 09:59:53+05:30,216.0,108.79949951171875
television,4,2013-06-09 10:00:07+05:30,2013-06-09 10:00:13+05:30,6.0,110.40408325195312
television,4,2013-06-09 09:53:30+05:30,2013-06-09 10:00:20+05:30,410.0,109.72940063476562
water filter,5,2013-06-09 09:07:25+05:30,2013-06-09 10:01:54+05:30,3269.0,46.893890380859375
television,4,2013-06-09 10:04:49+05:30,2013-06-09 10:05:01+05:30,12.0,146.2371063232422
television,4,2013-06-09 10:05:18+05:30,2013-06-09 10:05:32+05:30,14.0,125.22189331054688
television,4,2013-06-09 10:05:39+05:30,2013-06-09 10:06:14+05:30,35.0,138.83522033691406
water motor,0,2013-06-09 10:08:01+05:30,2013-06-09 10:08:10+05:30,9.0,170.43511962890625
television,4,2013-06-09 10:08:29+05:30,2013-06-09 10:09:22+05:30,53.0,140.54428100585938
television,4,2013-06-09 10:05:10+05:30,2013-06-09 10:11:45+05:30,395.0,111.97769165039062
laptop computer,1,2013-06-09 11:17:00+05:30,2013-06-09 11:26:08+05:30,548.0,67.78778076171875
water filter,5,2013-06-09 11:22:33+05:30,2013-06-09 11:49:34+05:30,1621.0,37.983001708984375
kitchen outlets,3,2013-06-09 12:26:03+05:30,2013-06-09 12:50:21+05:30,1458.0,417.7716064453125
water filter,5,2013-06-09 12:19:40+05:30,2013-06-09 12:59:14+05:30,2374.0,41.92677307128906
water filter,5,2013-06-09 13:15:01+05:30,2013-06-09 13:16:23+05:30,82.0,37.5755615234375
television,4,2013-06-09 13:07:23+05:30,2013-06-09 13:23:50+05:30,987.0,114.76580810546875
water filter,5,2013-06-09 13:25:55+05:30,2013-06-09 13:28:51+05:30,176.0,37.65582275390625
water filter,5,2013-06-09 13:14:16+05:30,2013-06-09 13:31:37+05:30,1041.0,33.9921875
water filter,5,2013-06-09 13:08:39+05:30,2013-06-09 13:37:58+05:30,1759.0,49.18206787109375
water filter,5,2013-06-09 13:38:08+05:30,2013-06-09 13:40:33+05:30,145.0,31.68548583984375
laptop computer,1,2013-06-09 13:10:25+05:30,2013-06-09 13:49:35+05:30,2350.0,70.83685302734375
water filter,5,2013-06-09 14:54:18+05:30,2013-06-09 14:58:15+05:30,237.0,30.387359619140625
laptop computer,1,2013-06-09 14:11:20+05:30,2013-06-09 15:01:53+05:30,3033.0,61.171112060546875
water filter,5,2013-06-09 15:10:04+05:30,2013-06-09 15:35:06+05:30,1502.0,31.4580078125
kitchen outlets,3,2013-06-09 15:59:48+05:30,2013-06-09 16:21:35+05:30,1307.0,367.6723937988281
water filter,5,2013-06-09 16:29:50+05:30,2013-06-09 16:35:45+05:30,355.0,38.029693603515625
television,4,2013-06-09 16:30:22+05:30,2013-06-09 16:50:10+05:30,1188.0,105.85943603515625
television,4,2013-06-09 16:50:23+05:30,2013-06-09 16:52:17+05:30,114.0,97.68792724609375
water filter,5,2013-06-09 17:32:34+05:30,2013-06-09 17:32:51+05:30,17.0,41.0751953125
kitchen outlets,3,2013-06-09 16:45:27+05:30,2013-06-09 17:33:35+05:30,2888.0,440.26641845703125
laptop computer,1,2013-06-09 17:33:07+05:30,2013-06-09 17:35:42+05:30,155.0,52.25384521484375
water filter,5,2013-06-09 17:40:03+05:30,2013-06-09 17:40:24+05:30,21.0,35.72589111328125
water filter,5,2013-06-09 17:34:51+05:30,2013-06-09 17:41:13+05:30,382.0,38.941925048828125
kitchen outlets,3,2013-06-09 17:49:19+05:30,2013-06-09 17:49:24+05:30,5.0,442.09600830078125
kitchen outlets,3,2013-06-09 17:48:56+05:30,2013-06-09 17:49:57+05:30,61.0,436.7280578613281
kitchen outlets,3,2013-06-09 17:48:37+05:30,2013-06-09 17:50:25+05:30,108.0,403.97607421875
kitchen outlets,3,2013-06-09 17:51:08+05:30,2013-06-09 17:51:18+05:30,10.0,420.56927490234375
kitchen outlets,3,2013-06-09 17:52:54+05:30,2013-06-09 17:52:59+05:30,5.0,414.51129150390625
kitchen outlets,3,2013-06-09 17:53:43+05:30,2013-06-09 17:54:04+05:30,21.0,414.09246826171875
kitchen outlets,3,2013-06-09 17:53:08+05:30,2013-06-09 17:54:20+05:30,72.0,399.7838134765625
kitchen outlets,3,2013-06-09 17:54:33+05:30,2013-06-09 17:54:38+05:30,5.0,401.715087890625
kitchen outlets,3,2013-06-09 17:54:51+05:30,2013-06-09 17:55:09+05:30,18.0,532.0457153320312
kitchen outlets,3,2013-06-09 17:56:07+05:30,2013-06-09 17:56:21+05:30,14.0,531.398193359375
kitchen outlets,3,2013-06-09 17:56:50+05:30,2013-06-09 17:57:09+05:30,19.0,519.9024047851562
kitchen outlets,3,2013-06-09 17:56:45+05:30,2013-06-09 17:57:23+05:30,38.0,523.318115234375
kitchen outlets,3,2013-06-09 17:57:48+05:30,2013-06-09 17:58:03+05:30,15.0,493.2152404785156
kitchen outlets,3,2013-06-09 17:57:36+05:30,2013-06-09 17:58:13+05:30,37.0,493.5840759277344
kitchen outlets,3,2013-06-09 17:59:35+05:30,2013-06-09 17:59:43+05:30,8.0,477.56939697265625
kitchen outlets,3,2013-06-09 17:59:25+05:30,2013-06-09 17:59:57+05:30,32.0,467.5787048339844
kitchen outlets,3,2013-06-09 18:00:20+05:30,2013-06-09 18:00:30+05:30,10.0,461.0868225097656
kitchen outlets,3,2013-06-09 18:01:05+05:30,2013-06-09 18:01:26+05:30,21.0,473.23272705078125
kitchen outlets,3,2013-06-09 18:00:49+05:30,2013-06-09 18:01:48+05:30,59.0,473.6018981933594
kitchen outlets,3,2013-06-09 18:02:10+05:30,2013-06-09 18:02:22+05:30,12.0,462.53570556640625
kitchen outlets,3,2013-06-09 18:01:59+05:30,2013-06-09 18:03:00+05:30,61.0,458.2457275390625
water motor,0,2013-06-09 18:03:54+05:30,2013-06-09 18:04:23+05:30,29.0,193.0604248046875
water motor,0,2013-06-09 18:05:25+05:30,2013-06-09 18:18:19+05:30,774.0,187.39132690429688
laptop computer,1,2013-06-09 19:00:03+05:30,2013-06-09 19:03:20+05:30,197.0,51.4857177734375
water filter,5,2013-06-09 19:02:50+05:30,2013-06-09 19:11:36+05:30,526.0,33.128021240234375
kitchen outlets,3,2013-06-09 19:41:08+05:30,2013-06-09 19:41:34+05:30,26.0,877.9255981445312
laptop computer,1,2013-06-09 20:07:55+05:30,2013-06-09 20:09:40+05:30,105.0,69.760009765625
water filter,5,2013-06-09 19:41:25+05:30,2013-06-09 20:10:11+05:30,1726.0,46.0870361328125
laptop computer,1,2013-06-09 20:13:02+05:30,2013-06-09 21:09:22+05:30,3380.0,69.98291015625
water filter,5,2013-06-09 21:13:13+05:30,2013-06-09 21:17:14+05:30,241.0,32.5654296875
laptop computer,1,2013-06-09 21:11:13+05:30,2013-06-09 21:17:33+05:30,380.0,72.099853515625
television,4,2013-06-09 21:03:17+05:30,2013-06-09 21:25:49+05:30,1352.0,93.5498046875
television,4,2013-06-09 20:46:43+05:30,2013-06-09 21:27:45+05:30,2462.0,109.1298828125
laptop computer,1,2013-06-09 21:45:32+05:30,2013-06-09 21:45:50+05:30,18.0,58.36962890625
air conditioner,2,2013-06-09 21:47:22+05:30,2013-06-09 21:47:36+05:30,14.0,2146.15087890625
air conditioner,2,2013-06-09 21:17:05+05:30,2013-06-09 21:47:50+05:30,1845.0,2076.071533203125
air conditioner,2,2013-06-09 21:48:20+05:30,2013-06-09 21:48:26+05:30,6.0,2024.307861328125
air conditioner,2,2013-06-09 21:48:44+05:30,2013-06-09 21:48:50+05:30,6.0,2014.7783203125
air conditioner,2,2013-06-09 21:49:10+05:30,2013-06-09 21:49:25+05:30,15.0,1974.1650390625
air conditioner,2,2013-06-09 21:49:37+05:30,2013-06-09 21:49:42+05:30,5.0,1959.027099609375
air conditioner,2,2013-06-09 21:50:30+05:30,2013-06-09 21:50:36+05:30,6.0,1948.528076171875
air conditioner,2,2013-06-09 21:50:58+05:30,2013-06-09 21:51:19+05:30,21.0,1916.3798828125
air conditioner,2,2013-06-09 21:50:43+05:30,2013-06-09 21:51:25+05:30,42.0,1909.152099609375
air conditioner,2,2013-06-09 21:51:49+05:30,2013-06-09 21:52:03+05:30,14.0,1892.001953125
air conditioner,2,2013-06-09 21:50:23+05:30,2013-06-09 21:52:13+05:30,110.0,1889.035888671875
air conditioner,2,2013-06-09 21:52:55+05:30,2013-06-09 21:53:09+05:30,14.0,1771.36962890625
air conditioner,2,2013-06-09 21:52:48+05:30,2013-06-09 21:53:19+05:30,31.0,1764.909912109375
air conditioner,2,2013-06-09 21:53:55+05:30,2013-06-09 21:54:06+05:30,11.0,1757.849853515625
air conditioner,2,2013-06-09 21:54:20+05:30,2013-06-09 21:54:26+05:30,6.0,2137.6748046875
air conditioner,2,2013-06-09 21:54:07+05:30,2013-06-09 21:54:37+05:30,30.0,1696.52685546875
air conditioner,2,2013-06-09 21:54:46+05:30,2013-06-09 21:54:52+05:30,6.0,1447.1669921875
air conditioner,2,2013-06-09 21:53:47+05:30,2013-06-09 21:54:59+05:30,72.0,1444.32470703125
air conditioner,2,2013-06-09 21:55:35+05:30,2013-06-09 21:55:44+05:30,9.0,1454.322998046875
air conditioner,2,2013-06-09 21:55:26+05:30,2013-06-09 21:55:58+05:30,32.0,1440.81103515625
air conditioner,2,2013-06-09 21:56:12+05:30,2013-06-09 21:56:18+05:30,6.0,1429.779296875
air conditioner,2,2013-06-09 21:56:04+05:30,2013-06-09 21:56:28+05:30,24.0,1423.974365234375
air conditioner,2,2013-06-09 21:56:34+05:30,2013-06-09 21:56:55+05:30,21.0,1414.898681640625
air conditioner,2,2013-06-09 21:55:19+05:30,2013-06-09 21:57:20+05:30,121.0,1410.545166015625
air conditioner,2,2013-06-09 21:57:40+05:30,2013-06-09 21:57:53+05:30,13.0,1875.7177734375
air conditioner,2,2013-06-09 21:58:01+05:30,2013-06-09 21:58:12+05:30,11.0,1459.53857421875
air conditioner,2,2013-06-09 21:55:13+05:30,2013-06-09 21:58:22+05:30,189.0,1462.50146484375
air conditioner,2,2013-06-09 21:55:08+05:30,2013-06-09 21:58:47+05:30,219.0,1463.119140625
air conditioner,2,2013-06-09 21:53:31+05:30,2013-06-09 21:58:57+05:30,326.0,1488.57958984375
air conditioner,2,2013-06-09 21:53:25+05:30,2013-06-09 21:59:12+05:30,347.0,1480.616943359375
